Spp,Fc,Sc,Dur,Fmax,Fmin,Fk,Tk,S1,BWDth,PkDur
EUMPER,8.105,11.32,2.471,8.238,8.023,8.216000000000001,0.14,17.35,0.21499999999999986,62.64670174018616
EUMPER,9.306,8.08,2.58,9.506,9.259,9.415,0.66,23.11,0.2469999999999999,57.05426356589145
EUMPER,8.232000000000001,0.87,4.527,8.32,8.176,8.243,0.8059999999999999,11.0,0.14400000000000013,32.11840070686989
EUMPER,9.154,-5.14,3.2880000000000003,9.186,9.076,9.129,0.434,-26.68,0.10999999999999943,46.3199513381995
EUMPER,10.9,6.63,3.684,11.08,10.847,10.941,2.398,47.88,0.2329999999999988,34.90770901194353
EUMUND,21.056,10.06,3.924,21.762,20.687,21.378,0.91,35.52,1.0749999999999993,49.209989806320074
EUMUND,14.56,-0.41,6.865,14.739,14.461,14.569,2.611,18.18,0.27800000000000225,33.28477785870356
EUMUND,18.56,5.9,7.22,19.427,18.286,18.869,2.443,3.15,1.1410000000000018,44.418282548476455
EUMUND,27.928,8.86,14.873,28.468000000000004,27.633000000000006,28.171,4.913,56.7,0.8350000000000009,42.23088818664695
EUMUND,13.859000000000002,1.43,7.1610000000000005,13.952,13.797,13.888,2.233,5.01,0.15499999999999936,58.74877810361682
EUMUND,14.174,3.15,15.602,14.358,14.064,14.192,6.872000000000001,-8.53,0.2939999999999987,29.387258043840532
EUMUND,20.339,6.96,3.515,20.807,19.964,20.547,0.92,15.11,0.8429999999999964,47.965860597439544
EUMUND,18.894,26.9,8.139,22.036,18.355,20.068,3.711,23.94,3.680999999999997,38.00221157390342
EUMUND,13.666,0.87,9.758,13.805,13.546,13.666,2.989,-15.95,0.25900000000000034,35.939741750358685
EUMUND,16.757,-2.8,7.7639999999999985,17.011,16.579,16.729,3.559,26.93,0.4319999999999986,30.62854198866565
EUMUND,12.763,0.23,5.5,12.863,12.6,12.743,1.902,-8.88,0.2629999999999999,41.25454545454546
EUMUND,15.405,5.51,16.395,15.624,15.229,15.475,5.21,10.55,0.3949999999999996,32.235437633424816
EUMUND,16.093,-1.44,5.3,16.261,15.828,16.063,2.213,-47.83,0.43299999999999983,36.77358490566038
EUMUND,19.106,5.59,3.143,19.684,18.875,19.191,1.075,28.82,0.809000000000001,42.379891823098944
EUMUND,15.168,0.3,3.272,15.318,15.009,15.167,0.985,11.34,0.3089999999999993,48.869193154034214
EUMUND,21.726,7.94,6.181,22.84,21.544,22.133000000000006,2.291,37.94,1.2959999999999994,50.800841287817505
EUMUND,20.211,-0.42,12.848,20.428,20.059,20.213,4.238,-20.24,0.3689999999999998,51.3620797011208
EUMUND,18.871,2.65,4.9689999999999985,19.399,18.74,19.004,2.0340000000000003,10.96,0.6590000000000025,42.2016502314349
EUMUND,20.999,-1.12,17.304000000000002,21.24,20.679,21.035,6.723,-17.37,0.5609999999999964,44.585067036523334
EUMUND,13.348,4.36,20.642,13.565,13.24,13.4,11.289,-10.05,0.3249999999999993,12.489099893421178
EUMUND,20.468,1.77,8.872,20.958,20.124,20.574,3.845,55.64,0.8339999999999996,13.728584310189355
EUMUND,14.566,-1.45,4.976,14.758,14.389,14.532,1.983,59.14,0.368999999999998,45.07636655948553
EUMUND,19.821,10.1,7.854,21.988000000000003,19.671,20.083,4.896,-5.44,2.317000000000004,28.062133944486884
EUMUND,14.933,-0.53,5.72,15.117,14.755999999999998,14.96,1.505,19.85,0.3610000000000024,22.18531468531468
EUMUND,14.135,-2.01,6.797999999999999,14.251,14.035,14.147,3.403,-10.68,0.2159999999999993,39.482200647249215
EUMUND,12.589,0.31,30.599,12.76,12.52,12.598,24.727,39.34,0.2400000000000002,11.421941893525936
EUMUND,17.525,-5.42,12.726,17.742,17.217,17.442999999999998,7.13,43.54,0.5250000000000021,28.673581643878695
EUMUND,14.890999999999998,12.15,2.712,15.202,14.841,15.011,0.805,27.24,0.3610000000000007,55.678466076696175
EUMUND,20.806,11.88,6.356,21.115,20.571,20.827,2.627,26.91,0.5440000000000005,16.157960981749532
EUMUND,17.397000000000002,6.65,2.85,17.589000000000002,17.323,17.485,0.48,17.8,0.2660000000000018,65.50877192982456
EUMUND,15.333,-7.37,6.367000000000001,15.49,15.092,15.244000000000002,2.3680000000000003,51.58,0.3979999999999997,18.87859274383539
EUMUND,17.849,13.08,4.398,18.692,17.459,18.184,1.034,55.61,1.2330000000000003,54.79763528876763
EUMUND,19.598,3.59,4.745,19.926,19.491,19.715,1.805,14.87,0.4349999999999987,41.032665964172814
EUMUND,17.359,6.96,2.84,17.784000000000006,17.112000000000002,17.496,0.848,20.46,0.6720000000000006,44.225352112676056
LASBLO,46.894,43.44,4.1110000000000015,65.188,46.44,49.50100000000001,2.015,421.25,18.748000000000005,44.855266358550224
LASBLO,45.958,44.25,4.17,62.273,45.39,48.78100000000001,1.904,400.77,16.883000000000006,47.0263788968825
LASBLO,47.158,43.94,4.055,64.74,46.65,49.874,1.859,452.5,18.09,48.03945745992603
LASBLO,45.173,45.55,4.184,62.25100000000001,44.507,47.801,2.082,373.56,17.744000000000007,42.997131931166365
LASBLO,43.594,48.55,4.538,63.346,43.015,46.295,2.435,415.32,20.331000000000003,40.039665050683105
LASBLO,45.752,40.9,4.339,63.341,45.24800000000001,48.29,2.153,417.46,18.093,43.281862180225886
LASBLO,43.377,46.3,4.548,62.1,42.826,45.902,2.426,393.57,19.274,40.14951627088829
LASBLO,47.357,33.3,4.397,57.87,46.698,50.012,1.6780000000000002,320.73,11.171999999999995,51.967250397998626
LASBLO,48.185,42.52,3.373,59.466,47.683,50.645,1.4580000000000002,304.18,11.783,48.562110880521786
LASBLO,44.999,39.49,5.4060000000000015,58.782,44.247,47.917,2.786,317.09,14.534999999999995,36.75545689974103
LASBLO,41.404,30.01,6.424,45.916,40.637,42.734,2.029,181.12,5.279000000000004,44.396014943960154
LASBLO,42.57100000000001,22.74,4.63,49.67100000000001,42.07100000000001,43.937,1.859,475.92,7.600000000000001,47.365010799136066
LASBLO,41.893,19.75,4.9289999999999985,45.966,41.415,44.13399999999999,0.845,190.01,4.551000000000002,70.98803002637452
LASBLO,36.683,29.16,5.46,46.131,36.346,38.846,2.559,235.49,9.785000000000004,46.44688644688643
LASBLO,36.543,34.68,5.307,48.32,35.857,38.624,2.864,276.41,12.463,37.62954588279632
LASBLO,46.357,61.83,4.6,61.014,44.769,51.159,1.633,347.21,16.244999999999994,52.3695652173913
LASBLO,48.274,64.92,3.259,56.832,46.631,51.386,1.208,295.15,10.201,46.455968088370675
LASBLO,41.709,17.13,5.358,45.615,41.261,43.787,1.107,225.88,4.353999999999999,68.17842478536768
LASBLO,48.848,38.96,3.484,55.712,47.433,51.773,1.3,162.36,8.278999999999996,49.16762342135476
LASBLO,49.76,42.34,3.89,55.316,47.229,54.252,0.29100000000000004,117.1,8.087000000000002,73.90745501285349
LASBLO,49.335,44.37,4.59,57.49100000000001,46.618,54.164,0.6459999999999999,284.31,10.873000000000005,66.16557734204794
LASBLO,42.127,8.36,5.314,45.61,41.335,43.457,1.161,203.12,4.274999999999999,60.876928867143384
LASBLO,41.153,5.16,7.127999999999999,45.018,40.004,42.056,3.264,325.56,5.014000000000003,37.03703703703704
LASBLO,41.074,35.14,4.048,46.55,40.294,43.555,1.614,134.57,6.255999999999991,43.62648221343873
LASBLO,34.873000000000005,8.27,3.325,35.62699999999999,34.449,35.081,0.8059999999999999,9.01,1.1779999999999973,53.29323308270678
LASBLO,48.392,54.59,3.089,54.755,47.507,52.629,0.753,220.37,7.248000000000005,65.74943347361605
LASBLO,42.387,50.3,3.654,52.303,41.789,44.787,1.794,284.23,10.51400000000001,41.762452107279685
LASBLO,42.239,14.57,4.4510000000000005,45.05,41.922,43.418,0.988,24.6,3.128,58.07683666591778
LASBLO,41.35,31.26,4.794,48.878,41.022,42.677,2.052,381.33,7.8560000000000025,44.86858573216522
LASBLO,47.754,65.09,3.402,57.323,46.06800000000001,52.956,0.711,218.74,11.254999999999995,66.01998824221046
LASBLO,50.629,36.36,3.692,55.44600000000001,49.056,54.299,0.4270000000000001,135.41,6.3900000000000015,72.34561213434453
LASBLO,49.242,43.04,3.089,54.444,48.576,52.478,0.703,161.04,5.867999999999995,66.49401100679833
LASBLO,47.894,40.18,3.636,55.842,45.745,51.169,1.195,172.4,10.097,48.45984598459845
LASBLO,49.315,57.97,3.3960000000000004,56.765,48.07,54.352,0.624,162.25,8.695,70.96584216725556
LASBLO,39.302,4.77,3.911,41.385,38.736,39.433,1.776,120.21,2.649000000000001,38.71132702633597
LASBLO,39.049,50.37,3.81,45.132,38.121,42.621,1.214,152.97,7.010999999999997,57.322834645669296
LASBLO,39.468,2.92,4.7189999999999985,40.941,38.871,39.724,1.142,48.56,2.0700000000000003,65.41640178003814
LASBLO,48.923,47.77,2.8710000000000004,54.585,47.51,52.117,0.52,275.12,7.075000000000002,65.48241030999651
LASBLO,48.027,48.55,2.729,54.21100000000001,46.79,50.94600000000001,0.963,175.71,7.4210000000000065,53.86588493953832
LASBLO,47.1,59.13,3.365,54.309,44.885,51.807,0.547,202.14,9.424,63.7741456166419
LASBLO,49.747,62.57,2.5860000000000003,54.458,48.359,51.925,0.892,157.55,6.099000000000004,49.45862335653518
LASBLO,43.903,25.17,4.171,51.447,43.057,45.416,2.325,227.45,8.39,32.318388875569404
LASBLO,48.601000000000006,54.59,2.942,54.39,47.761,52.549,0.467,204.88,6.628999999999998,73.55540448674374
LASBLO,38.614,30.94,4.164,45.078,37.615,40.208,1.6,26.49,7.463000000000001,39.00096061479346
LASBLO,39.374,2.41,5.214,40.054,38.9,39.44,2.171,55.65,1.1540000000000037,37.03490602224781
LASBLO,49.885,63.63,3.35,58.312,48.484,54.684,0.732,231.53,9.828000000000003,61.25373134328357
LASBLO,40.982,-1.54,4.34,41.673,40.496,40.921,0.933,10.98,1.1769999999999996,65.18433179723503
LASBLO,39.583,22.19,4.015,40.611,38.853,39.808,1.847,-146.66,1.7579999999999956,19.00373599003736
LASBLO,50.094,53.22,2.251,55.287,48.612,53.78,0.325,241.59,6.675000000000003,73.56730342070192
LASBLO,46.95,65.55,3.12,55.464,45.052,52.889,0.485,305.98,10.412,68.30128205128206
LASBLO,47.475,-57.07,6.622000000000001,49.144,44.853,47.16,2.241,-28.48,4.290999999999997,10.555723346421015
LASBLO,48.739,50.82,2.573,54.504,47.074,51.048,0.8859999999999999,215.01,7.43,48.46482705013603
LASBLO,30.026,3.61,2.651,30.569000000000006,29.773000000000003,30.081,0.64,49.35,0.7959999999999994,56.01659751037344
LASBLO,50.316,57.94,2.376,54.809,47.717,54.118,0.16699999999999998,35.41,7.091999999999999,58.62794612794613
LASBLO,47.325,64.32,2.701,53.94600000000001,46.38800000000001,51.925,0.398,250.39,7.558,77.67493520918177
LASBLO,38.226,44.35,2.767,42.095,36.977,41.18600000000001,0.725,-41.12,5.118000000000002,54.06577520780629
LASBLO,50.483,52.89,2.592,55.683,48.806,53.886,0.621,158.2,6.876999999999995,67.47685185185185
